subject,block,trial,mu1,mu2,choice,reward,RT,cond
35,12,8,1,-13,2,-4,293,2
35,12,9,1,-13,1,1,432,2
35,12,10,1,-13,1,1,372,2
35,13,1,5,-3,1,5,715,2
35,13,2,5,-3,2,2,446,2
35,13,3,5,-3,1,5,376,2
35,13,4,5,-3,2,0,332,2
35,13,5,5,-3,1,5,336,2
35,13,6,5,-3,1,5,318,2
35,13,7,5,-3,1,5,334,2
35,13,8,5,-3,1,5,302,2
35,13,9,5,-3,1,5,366,2
35,13,10,5,-3,1,5,478,2
35,14,1,-9,0,1,-9,597,2
35,14,2,-9,0,2,-10,361,2
35,14,3,-9,0,1,-9,471,2
35,14,4,-9,0,2,-7,366,2
35,14,5,-9,0,1,-9,333,2
35,14,6,-9,0,2,-4,302,2
35,14,7,-9,0,2,4,310,2
35,14,8,-9,0,2,11,334,2
35,14,9,-9,0,2,-2,313,2
35,14,10,-9,0,2,0,315,2
35,15,1,2,-1,2,-1,198,1
35,15,2,2,-1,1,-3,322,1
35,15,3,2,-1,2,-1,297,1
35,15,4,2,-1,1,1,358,1
35,15,5,2,-1,2,-1,357,1
35,15,6,2,-1,1,-10,329,1
35,15,7,2,-1,2,-1,454,1
35,15,8,2,-1,1,-1,373,1
35,15,9,2,-1,2,-1,318,1
35,15,10,2,-1,1,-4,391,1
35,16,1,-5,4,2,-11,610,3
35,16,2,-5,4,1,1,374,3
35,16,3,-5,4,1,-3,326,3
35,16,4,-5,4,1,-2,308,3
35,16,5,-5,4,1,-1,332,3
35,16,6,-5,4,1,-13,305,3
35,16,7,-5,4,1,-6,318,3
35,16,8,-5,4,2,7,322,3
35,16,9,-5,4,2,18,322,3
35,16,10,-5,4,2,8,396,3
35,17,1,4,-10,2,-15,598,3
35,17,2,4,-10,1,7,330,3
35,17,3,4,-10,2,-17,396,3
35,17,4,4,-10,1,7,419,3
35,17,5,4,-10,2,-5,405,3
35,17,6,4,-10,1,10,403,3
35,17,7,4,-10,1,-9,301,3
35,17,8,4,-10,1,7,400,3
35,17,9,4,-10,1,7,366,3
35,17,10,4,-10,1,-9,348,3
35,18,1,-1,-8,2,-3,1094,3
35,18,2,-1,-8,1,-1,309,3
35,18,3,-1,-8,1,4,438,3
35,18,4,-1,-8,1,0,338,3
35,18,5,-1,-8,1,0,375,3
35,18,6,-1,-8,2,0,315,3
35,18,7,-1,-8,2,-4,348,3
35,18,8,-1,-8,2,-6,410,3
35,18,9,-1,-8,1,1,317,3
35,18,10,-1,-8,1,-3,494,3
35,19,1,-7,4,2,-8,573,2
35,19,2,-7,4,1,-7,316,2
35,19,3,-7,4,1,-7,400,2
35,19,4,-7,4,2,2,326,2
35,19,5,-7,4,2,12,326,2
35,19,6,-7,4,2,7,366,2
35,19,7,-7,4,2,4,325,2
35,19,8,-7,4,2,-4,334,2
35,19,9,-7,4,2,-3,396,2
35,19,10,-7,4,2,3,430,2
35,20,1,0,6,2,-1,670,2
35,20,2,0,6,1,0,406,2
35,20,3,0,6,1,0,408,2
35,20,4,0,6,1,0,375,2
35,20,5,0,6,2,3,301,2
35,20,6,0,6,2,23,350,2
35,20,7,0,6,2,8,342,2
35,20,8,0,6,2,6,393,2
35,20,9,0,6,2,8,352,2
35,20,10,0,6,2,12,327,2
35,21,1,5,-6,2,-2,583,3
35,21,2,5,-6,1,1,440,3
35,21,3,5,-6,1,6,430,3
35,21,4,5,-6,1,12,365,3
35,21,5,5,-6,1,10,327,3
35,21,6,5,-6,1,11,305,3
35,21,7,5,-6,1,1,281,3
35,21,8,5,-6,1,-7,362,3
35,21,9,5,-6,1,2,294,3
35,21,10,5,-6,1,0,374,3
35,22,1,-9,0,1,-9,565,4
35,22,2,-9,0,2,0,274,4
35,22,3,-9,0,2,0,389,4
35,22,4,-9,0,1,-9,454,4
35,22,5,-9,0,1,-9,326,4
35,22,6,-9,0,1,-9,325,4
35,22,7,-9,0,1,-9,264,4
35,22,8,-9,0,2,0,324,4
35,22,9,-9,0,2,0,377,4
35,22,10,-9,0,2,0,318,4
35,23,1,-4,6,2,-3,556,2
35,23,2,-4,6,1,-4,366,2
35,23,3,-4,6,2,3,404,2
35,23,4,-4,6,2,5,326,2
35,23,5,-4,6,2,8,341,2
35,23,6,-4,6,2,12,334,2
35,23,7,-4,6,2,-4,375,2
35,23,8,-4,6,2,12,343,2
35,23,9,-4,6,2,7,285,2
35,23,10,-4,6,2,9,307,2
35,24,1,7,7,2,7,619,4
35,24,2,7,7,1,7,456,4
35,24,3,7,7,2,7,352,4
35,24,4,7,7,1,7,305,4
35,24,5,7,7,2,7,328,4
35,24,6,7,7,1,7,380,4
35,24,7,7,7,2,7,305,4
35,24,8,7,7,1,7,329,4
35,24,9,7,7,2,7,342,4
35,24,10,7,7,1,7,348,4
35,25,1,-13,-1,2,-1,662,4
35,25,2,-13,-1,1,-13,416,4
35,25,3,-13,-1,2,-1,358,4
35,25,4,-13,-1,1,-13,339,4
35,25,5,-13,-1,2,-1,347,4
35,25,6,-13,-1,1,-13,394,4
35,25,7,-13,-1,2,-1,481,4
35,25,8,-13,-1,1,-13,344,4
35,25,9,-13,-1,2,-1,351,4
35,25,10,-13,-1,2,-1,328,4
35,26,1,0,-2,2,-2,537,1
35,26,2,0,-2,2,-2,398,1
35,26,3,0,-2,1,-7,350,1
35,26,4,0,-2,1,-2,341,1
35,26,5,0,-2,1,-4,265,1
35,26,6,0,-2,2,-2,296,1
35,26,7,0,-2,2,-2,318,1
35,26,8,0,-2,2,-2,323,1
35,26,9,0,-2,2,-2,285,1
35,26,10,0,-2,2,-2,318,1
35,27,1,-2,-4,2,-4,554,1
35,27,2,-2,-4,1,5,777,1
35,27,3,-2,-4,1,0,309,1
35,27,4,-2,-4,1,-2,318,1
35,27,5,-2,-4,1,-2,313,1
35,27,6,-2,-4,1,8,236,1
35,27,7,-2,-4,1,5,286,1
35,27,8,-2,-4,2,-4,398,1
35,27,9,-2,-4,1,-7,342,1
35,27,10,-2,-4,2,-4,402,1
35,28,1,-15,5,2,5,622,2
35,28,2,-15,5,1,-15,454,2
35,28,3,-15,5,2,-2,388,2
35,28,4,-15,5,1,-15,333,2
35,28,5,-15,5,1,-15,327,2
35,28,6,-15,5,2,2,358,2
35,28,7,-15,5,2,11,267,2
35,28,8,-15,5,2,7,301,2
35,28,9,-15,5,2,9,329,2
35,28,10,-15,5,2,5,447,2
35,29,1,-2,7,2,7,519,4
35,29,2,-2,7,1,-2,380,4
35,29,3,-2,7,2,7,309,4
35,29,4,-2,7,2,7,399,4
35,29,5,-2,7,2,7,302,4
35,29,6,-2,7,2,7,302,4
35,29,7,-2,7,2,7,347,4
35,29,8,-2,7,2,7,310,4
35,29,9,-2,7,2,7,343,4
35,29,10,-2,7,2,7,293,4
35,30,1,14,7,1,24,4678,1
35,30,2,14,7,1,22,470,1
35,30,3,14,7,1,16,403,1
35,30,4,14,7,1,8,350,1
35,30,5,14,7,1,10,381,1
35,30,6,14,7,1,24,382,1
35,30,7,14,7,1,9,350,1
35,30,8,14,7,1,26,366,1
35,30,9,14,7,1,11,332,1
35,30,10,14,7,1,16,329,1
36,1,1,-3,-2,2,-2,3254,4
36,1,2,-3,-2,2,-2,1555,4
36,1,3,-3,-2,1,-3,468,4
36,1,4,-3,-2,2,-2,397,4
36,1,5,-3,-2,1,-3,368,4
36,1,6,-3,-2,2,-2,310,4
36,1,7,-3,-2,2,-2,272,4
36,1,8,-3,-2,2,-2,301,4
36,1,9,-3,-2,2,-2,784,4
36,1,10,-3,-2,1,-3,439,4
36,2,1,3,8,1,3,1361,4
36,2,2,3,8,2,8,480,4
36,2,3,3,8,2,8,525,4
36,2,4,3,8,1,3,532,4
36,2,5,3,8,2,8,767,4
36,2,6,3,8,2,8,433,4
36,2,7,3,8,2,8,352,4
36,2,8,3,8,1,3,1002,4
36,2,9,3,8,2,8,568,4
36,2,10,3,8,1,3,459,4
36,3,1,-1,9,1,2,993,1
36,3,2,-1,9,2,9,366,1
36,3,3,-1,9,2,9,532,1
36,3,4,-1,9,2,9,476,1
36,3,5,-1,9,2,9,379,1
36,3,6,-1,9,2,9,353,1
36,3,7,-1,9,1,-5,623,1
36,3,8,-1,9,2,9,499,1
36,3,9,-1,9,1,7,370,1
36,3,10,-1,9,2,9,303,1
36,4,1,7,-11,2,-8,695,2
36,4,2,7,-11,1,7,308,2
36,4,3,7,-11,2,-19,334,2
36,4,4,7,-11,1,7,724,2
36,4,5,7,-11,1,7,334,2
36,4,6,7,-11,1,7,383,2
36,4,7,7,-11,2,0,327,2
36,4,8,7,-11,1,7,365,2
36,4,9,7,-11,2,-9,375,2
36,4,10,7,-11,1,7,345,2
36,5,1,4,10,2,10,570,1
36,5,2,4,10,1,2,390,1
36,5,3,4,10,2,10,325,1
36,5,4,4,10,2,10,598,1
36,5,5,4,10,2,10,455,1
36,5,6,4,10,2,10,373,1
36,5,7,4,10,2,10,533,1
36,5,8,4,10,2,10,422,1
36,5,9,4,10,2,10,348,1
36,5,10,4,10,2,10,328,1
36,6,1,-6,-7,1,-5,1105,3
36,6,2,-6,-7,2,-7,319,3
36,6,3,-6,-7,1,-4,357,3
36,6,4,-6,-7,2,-2,293,3
36,6,5,-6,-7,1,-11,370,3
36,6,6,-6,-7,2,2,447,3
36,6,7,-6,-7,2,-7,300,3
36,6,8,-6,-7,1,-2,382,3
36,6,9,-6,-7,1,-9,341,3
36,6,10,-6,-7,2,7,471,3
36,7,1,-10,-10,1,-3,784,3
36,7,2,-10,-10,2,-22,334,3
36,7,3,-10,-10,1,-14,413,3
36,7,4,-10,-10,2,-5,375,3
36,7,5,-10,-10,1,-7,366,3
36,7,6,-10,-10,2,0,254,3
36,7,7,-10,-10,2,-17,358,3
36,7,8,-10,-10,1,-2,538,3
36,7,9,-10,-10,1,-3,335,3
36,7,10,-10,-10,1,-3,337,3
36,8,1,-5,12,2,12,489,4
36,8,2,-5,12,1,-5,368,4
36,8,3,-5,12,2,12,305,4
36,8,4,-5,12,2,12,336,4
36,8,5,-5,12,2,12,328,4
36,8,6,-5,12,2,12,334,4
36,8,7,-5,12,2,12,318,4
36,8,8,-5,12,2,12,791,4
36,8,9,-5,12,2,12,375,4
36,8,10,-5,12,2,12,333,4
36,9,1,9,-11,1,20,1307,1
36,9,2,9,-11,2,-11,339,1
36,9,3,9,-11,1,1,310,1
36,9,4,9,-11,2,-11,366,1
36,9,5,9,-11,1,14,365,1
36,9,6,9,-11,1,0,308,1
36,9,7,9,-11,1,9,349,1
36,9,8,9,-11,2,-11,584,1
36,9,9,9,-11,1,19,369,1
36,9,10,9,-11,1,-1,333,1
36,10,1,-3,-14,2,-14,562,4
36,10,2,-3,-14,1,-3,367,4
36,10,3,-3,-14,2,-14,358,4
36,10,4,-3,-14,2,-14,29150,4
36,10,5,-3,-14,1,-3,353,4
36,10,6,-3,-14,1,-3,469,4
36,10,7,-3,-14,2,-14,336,4
36,10,8,-3,-14,2,-14,281,4
36,10,9,-3,-14,1,-3,387,4
36,10,10,-3,-14,2,-14,830,4
36,11,1,0,5,2,5,615,1
36,11,2,0,5,1,3,502,1
36,11,3,0,5,2,5,421,1
36,11,4,0,5,2,5,339,1
36,11,5,0,5,1,-2,328,1
36,11,6,0,5,2,5,334,1
36,11,7,0,5,2,5,286,1
36,11,8,0,5,2,5,330,1
36,11,9,0,5,2,5,420,1
36,11,10,0,5,2,5,263,1
36,12,1,-6,3,1,-6,864,4
36,12,2,-6,3,2,3,455,4
36,12,3,-6,3,1,-6,806,4
36,12,4,-6,3,2,3,333,4
36,12,5,-6,3,2,3,304,4
36,12,6,-6,3,2,3,256,4
36,12,7,-6,3,2,3,336,4
36,12,8,-6,3,2,3,315,4
36,12,9,-6,3,2,3,300,4
36,12,10,-6,3,2,3,294,4
36,13,1,-7,-9,1,-7,719,4
36,13,2,-7,-9,2,-9,333,4
36,13,3,-7,-9,2,-9,297,4
36,13,4,-7,-9,1,-7,238,4
36,13,5,-7,-9,1,-7,305,4
36,13,6,-7,-9,1,-7,266,4
36,13,7,-7,-9,1,-7,317,4
36,13,8,-7,-9,2,-9,448,4
36,13,9,-7,-9,1,-7,317,4
36,13,10,-7,-9,1,-7,289,4
36,14,1,-6,-6,1,-6,584,4
36,14,2,-6,-6,2,-6,295,4
36,14,3,-6,-6,1,-6,348,4
36,14,4,-6,-6,2,-6,385,4
36,14,5,-6,-6,1,-6,337,4
36,14,6,-6,-6,2,-6,300,4
36,14,7,-6,-6,2,-6,396,4
36,14,8,-6,-6,2,-6,311,4
36,14,9,-6,-6,2,-6,299,4
36,14,10,-6,-6,2,-6,297,4
36,15,1,5,-12,1,5,797,4
36,15,2,5,-12,2,-12,316,4
36,15,3,5,-12,1,5,434,4
36,15,4,5,-12,1,5,616,4
36,15,5,5,-12,1,5,301,4
36,15,6,5,-12,2,-12,341,4
36,15,7,5,-12,1,5,300,4
36,15,8,5,-12,1,5,319,4
36,15,9,5,-12,1,5,327,4
36,15,10,5,-12,1,5,280,4
36,16,1,7,-9,1,7,513,3
36,16,2,7,-9,2,-7,292,3
36,16,3,7,-9,1,-2,322,3
36,16,4,7,-9,2,-17,327,3
36,16,5,7,-9,1,6,582,3
36,16,6,7,-9,1,11,316,3
36,16,7,7,-9,1,0,345,3
36,16,8,7,-9,1,17,345,3
36,16,9,7,-9,1,13,352,3
36,16,10,7,-9,1,-1,321,3
36,17,1,0,-1,2,-1,488,4
36,17,2,0,-1,1,0,439,4
36,17,3,0,-1,1,0,291,4
36,17,4,0,-1,1,0,325,4
36,17,5,0,-1,2,-1,535,4
36,17,6,0,-1,2,-1,350,4
36,17,7,0,-1,1,0,694,4
36,17,8,0,-1,1,0,664,4
36,17,9,0,-1,2,-1,335,4
36,17,10,0,-1,1,0,459,4
36,18,1,0,3,1,0,566,3
36,18,2,0,3,2,-5,555,3
36,18,3,0,3,1,-1,366,3
36,18,4,0,3,1,3,336,3
36,18,5,0,3,1,1,300,3
36,18,6,0,3,2,3,556,3
36,18,7,0,3,2,0,334,3
36,18,8,0,3,2,6,421,3
36,18,9,0,3,2,5,368,3
36,18,10,0,3,2,11,359,3
36,19,1,-2,-9,1,-2,632,4
36,19,2,-2,-9,2,-9,679,4
36,19,3,-2,-9,2,-9,350,4
36,19,4,-2,-9,1,-2,389,4
36,19,5,-2,-9,1,-2,446,4
36,19,6,-2,-9,1,-2,339,4
36,19,7,-2,-9,1,-2,285,4
36,19,8,-2,-9,1,-2,359,4
36,19,9,-2,-9,1,-2,831,4
36,19,10,-2,-9,1,-2,2005,4
36,20,1,-10,-3,1,-10,585,1
36,20,2,-10,-3,2,-3,307,1
36,20,3,-10,-3,2,-3,287,1
36,20,4,-10,-3,2,-3,287,1
36,20,5,-10,-3,2,-3,268,1
36,20,6,-10,-3,2,-3,214,1
36,20,7,-10,-3,2,-3,205,1
36,20,8,-10,-3,2,-3,226,1
36,20,9,-10,-3,2,-3,559,1
36,20,10,-10,-3,1,-17,373,1
36,21,1,6,2,1,6,1123,2
36,21,2,6,2,2,-4,300,2
36,21,3,6,2,1,6,381,2
36,21,4,6,2,2,13,389,2
36,21,5,6,2,1,6,489,2
36,21,6,6,2,2,0,315,2
36,21,7,6,2,1,6,376,2
36,21,8,6,2,2,4,640,2
36,21,9,6,2,1,6,356,2
36,21,10,6,2,1,6,342,2
36,22,1,-8,-2,1,3,601,1
36,22,2,-8,-2,2,-2,336,1
36,22,3,-8,-2,2,-2,371,1
36,22,4,-8,-2,2,-2,345,1
36,22,5,-8,-2,1,-10,421,1
36,22,6,-8,-2,1,-13,309,1
36,22,7,-8,-2,1,-4,260,1
36,22,8,-8,-2,2,-2,800,1
36,22,9,-8,-2,2,-2,301,1
36,22,10,-8,-2,2,-2,290,1
36,23,1,2,-7,1,2,598,4
36,23,2,2,-7,2,-7,437,4
36,23,3,2,-7,1,2,402,4
36,23,4,2,-7,2,-7,357,4
36,23,5,2,-7,1,2,383,4
36,23,6,2,-7,1,2,518,4
36,23,7,2,-7,1,2,310,4
36,23,8,2,-7,1,2,319,4
36,23,9,2,-7,1,2,342,4
36,23,10,2,-7,2,-7,373,4
36,24,1,-1,-21,1,-1,591,2
36,24,2,-1,-21,2,-29,335,2
36,24,3,-1,-21,1,-1,377,2
36,24,4,-1,-21,2,-21,518,2
36,24,5,-1,-21,1,-1,400,2
36,24,6,-1,-21,1,-1,451,2
36,24,7,-1,-21,1,-1,567,2
36,24,8,-1,-21,2,-15,383,2
36,24,9,-1,-21,1,-1,1329,2
36,24,10,-1,-21,2,-19,686,2
36,25,1,-1,15,1,-1,642,2
36,25,2,-1,15,2,17,389,2
36,25,3,-1,15,2,19,398,2
36,25,4,-1,15,2,31,342,2
36,25,5,-1,15,1,-1,351,2
36,25,6,-1,15,2,16,314,2
36,25,7,-1,15,1,-1,351,2
36,25,8,-1,15,2,15,478,2
36,25,9,-1,15,2,23,299,2
36,25,10,-1,15,2,14,323,2
36,26,1,11,-11,1,11,512,2
36,26,2,11,-11,2,-16,334,2
36,26,3,11,-11,1,11,413,2
36,26,4,11,-11,1,11,282,2
36,26,5,11,-11,1,11,728,2
36,26,6,11,-11,1,11,281,2
36,26,7,11,-11,2,-10,649,2
36,26,8,11,-11,1,11,374,2
36,26,9,11,-11,1,11,402,2
36,26,10,11,-11,1,11,323,2
36,27,1,10,-7,1,10,506,4
36,27,2,10,-7,2,-7,426,4
36,27,3,10,-7,1,10,1709,4
36,27,4,10,-7,2,-7,404,4
36,27,5,10,-7,1,10,367,4
36,27,6,10,-7,1,10,312,4
36,27,7,10,-7,1,10,310,4
36,27,8,10,-7,1,10,293,4
36,27,9,10,-7,1,10,334,4
36,27,10,10,-7,1,10,350,4
36,28,1,-5,0,2,0,512,4
36,28,2,-5,0,1,-5,378,4
36,28,3,-5,0,2,0,317,4
36,28,4,-5,0,2,0,316,4
36,28,5,-5,0,2,0,335,4
36,28,6,-5,0,1,-5,366,4
36,28,7,-5,0,2,0,302,4
36,28,8,-5,0,1,-5,319,4
36,28,9,-5,0,2,0,291,4
36,28,10,-5,0,2,0,322,4
36,29,1,-5,11,1,-5,551,3
36,29,2,-5,11,2,8,303,3
36,29,3,-5,11,2,3,316,3
36,29,4,-5,11,2,5,319,3
36,29,5,-5,11,2,21,352,3
36,29,6,-5,11,2,12,310,3
36,29,7,-5,11,2,15,583,3
36,29,8,-5,11,2,12,373,3
36,29,9,-5,11,1,-8,456,3
36,29,10,-5,11,2,8,299,3
36,30,1,8,5,1,8,522,4
36,30,2,8,5,2,5,328,4
36,30,3,8,5,2,5,303,4
36,30,4,8,5,2,5,279,4
36,30,5,8,5,1,8,555,4
36,30,6,8,5,1,8,397,4
36,30,7,8,5,2,5,4043,4
36,30,8,8,5,1,8,358,4
36,30,9,8,5,1,8,311,4
36,30,10,8,5,1,8,540,4
37,1,1,12,2,2,2,4015,1
37,1,2,12,2,2,2,706,1
37,1,3,12,2,1,9,431,1
37,1,4,12,2,2,2,806,1
37,1,5,12,2,1,7,585,1
37,1,6,12,2,1,7,554,1
37,1,7,12,2,1,9,437,1
37,1,8,12,2,1,18,489,1
37,1,9,12,2,1,15,404,1
37,1,10,12,2,1,5,392,1
37,2,1,2,6,1,10,1496,3
37,2,2,2,6,1,8,428,3
37,2,3,2,6,2,8,569,3
37,2,4,2,6,1,-2,344,3
37,2,5,2,6,2,5,416,3
37,2,6,2,6,1,4,453,3
37,2,7,2,6,2,16,392,3
37,2,8,2,6,1,4,381,3
37,2,9,2,6,2,-1,378,3
37,2,10,2,6,1,-11,377,3
37,3,1,3,11,2,14,559,3
37,3,2,3,11,1,4,1205,3
37,3,3,3,11,2,11,560,3
37,3,4,3,11,1,4,611,3
37,3,5,3,11,2,20,416,3
37,3,6,3,11,1,4,460,3
37,3,7,3,11,2,14,403,3
37,3,8,3,11,1,12,382,3
37,3,9,3,11,2,10,396,3
37,3,10,3,11,1,11,408,3
37,4,1,6,8,1,6,1080,2
37,4,2,6,8,2,12,391,2
37,4,3,6,8,1,6,347,2
37,4,4,6,8,2,14,358,2
37,4,5,6,8,1,6,374,2
37,4,6,6,8,2,7,360,2
37,4,7,6,8,1,6,419,2
37,4,8,6,8,2,6,338,2
37,4,9,6,8,1,6,393,2
37,4,10,6,8,2,10,386,2
37,5,1,7,5,2,-3,629,3
37,5,2,7,5,1,6,351,3
37,5,3,7,5,2,1,576,3
37,5,4,7,5,1,-2,394,3
37,5,5,7,5,2,-1,353,3
37,5,6,7,5,2,17,470,3
37,5,7,7,5,1,13,399,3
37,5,8,7,5,2,4,408,3
37,5,9,7,5,1,7,337,3
37,5,10,7,5,2,2,442,3
37,6,1,7,-1,2,-15,593,3
37,6,2,7,-1,2,1,386,3
37,6,3,7,-1,1,-1,416,3
37,6,4,7,-1,1,3,839,3
37,6,5,7,-1,2,-6,382,3
37,6,6,7,-1,2,-2,1068,3
37,6,7,7,-1,1,9,461,3
37,6,8,7,-1,1,17,453,3
37,6,9,7,-1,1,0,332,3
37,6,10,7,-1,1,3,440,3
37,7,1,10,16,1,14,1320,1
37,7,2,10,16,2,16,730,1
37,7,3,10,16,1,13,415,1
37,7,4,10,16,2,16,376,1
37,7,5,10,16,1,17,382,1
37,7,6,10,16,2,16,400,1
37,7,7,10,16,1,7,395,1
37,7,8,10,16,2,16,439,1
37,7,9,10,16,2,16,399,1
37,7,10,10,16,2,16,350,1
37,8,1,-1,5,1,-1,857,4
37,8,2,-1,5,2,5,448,4
37,8,3,-1,5,2,5,1193,4
37,8,4,-1,5,2,5,719,4
37,8,5,-1,5,2,5,440,4
37,8,6,-1,5,1,-1,653,4
37,8,7,-1,5,2,5,453,4
37,8,8,-1,5,2,5,444,4
37,8,9,-1,5,2,5,379,4
37,8,10,-1,5,2,5,645,4
37,9,1,-13,14,1,-6,1222,1
37,9,2,-13,14,2,14,1566,1
37,9,3,-13,14,2,14,314,1
37,9,4,-13,14,2,14,334,1
37,9,5,-13,14,2,14,343,1
37,9,6,-13,14,2,14,490,1
37,9,7,-13,14,2,14,420,1
37,9,8,-13,14,2,14,394,1
37,9,9,-13,14,2,14,1380,1
37,9,10,-13,14,2,14,419,1
37,10,1,2,-1,1,2,1808,4
37,10,2,2,-1,2,-1,470,4
37,10,3,2,-1,1,2,366,4
37,10,4,2,-1,1,2,377,4
37,10,5,2,-1,1,2,1646,4
37,10,6,2,-1,1,2,392,4
37,10,7,2,-1,1,2,381,4
37,10,8,2,-1,1,2,363,4
37,10,9,2,-1,1,2,430,4
37,10,10,2,-1,1,2,436,4
37,11,1,-2,-22,2,-23,732,3
37,11,2,-2,-22,1,-9,404,3
37,11,3,-2,-22,2,-29,499,3
37,11,4,-2,-22,1,-5,343,3
37,11,5,-2,-22,1,1,387,3
37,11,6,-2,-22,1,2,353,3
37,11,7,-2,-22,1,-3,353,3
37,11,8,-2,-22,1,-5,363,3
37,11,9,-2,-22,2,-24,415,3
37,11,10,-2,-22,1,-2,1167,3
37,12,1,-2,-3,1,-2,545,2
37,12,2,-2,-3,2,-1,743,2
37,12,3,-2,-3,1,-2,507,2
37,12,4,-2,-3,2,15,369,2
37,12,5,-2,-3,2,-7,428,2
37,12,6,-2,-3,1,-2,485,2
37,12,7,-2,-3,1,-2,358,2
37,12,8,-2,-3,2,-13,374,2
37,12,9,-2,-3,2,2,547,2
37,12,10,-2,-3,1,-2,440,2
37,13,1,-1,15,2,8,1027,2
37,13,2,-1,15,1,-1,481,2
37,13,3,-1,15,2,30,362,2
37,13,4,-1,15,2,15,395,2
37,13,5,-1,15,2,25,370,2
37,13,6,-1,15,2,17,390,2
37,13,7,-1,15,2,17,381,2
37,13,8,-1,15,2,16,369,2
37,13,9,-1,15,2,15,346,2
37,13,10,-1,15,2,10,349,2
37,14,1,0,-2,2,-2,600,1
37,14,2,0,-2,1,2,370,1
37,14,3,0,-2,1,-1,319,1
37,14,4,0,-2,2,-2,358,1
37,14,5,0,-2,1,-2,335,1
37,14,6,0,-2,2,-2,334,1
37,14,7,0,-2,2,-2,395,1
37,14,8,0,-2,1,-10,307,1
37,14,9,0,-2,1,8,316,1
37,14,10,0,-2,1,6,319,1
37,15,1,10,-4,1,10,606,2
37,15,2,10,-4,1,10,378,2
37,15,3,10,-4,1,10,326,2
37,15,4,10,-4,1,10,320,2
37,15,5,10,-4,1,10,362,2
37,15,6,10,-4,1,10,343,2
37,15,7,10,-4,1,10,327,2
37,15,8,10,-4,1,10,349,2
37,15,9,10,-4,1,10,312,2
37,15,10,10,-4,1,10,323,2
37,16,1,14,8,1,12,509,3
37,16,2,14,8,1,24,400,3
37,16,3,14,8,1,14,353,3
37,16,4,14,8,1,17,323,3
37,16,5,14,8,1,18,336,3
37,16,6,14,8,1,11,1027,3
37,16,7,14,8,1,7,316,3
37,16,8,14,8,1,5,322,3
37,16,9,14,8,1,8,328,3
37,16,10,14,8,1,4,324,3
37,17,1,3,4,2,10,566,2
37,17,2,3,4,2,4,1044,2
37,17,3,3,4,1,3,475,2
37,17,4,3,4,2,-5,323,2
37,17,5,3,4,1,3,316,2
37,17,6,3,4,1,3,395,2
37,17,7,3,4,1,3,385,2
37,17,8,3,4,1,3,320,2
37,17,9,3,4,1,3,343,2
37,17,10,3,4,1,3,1002,2
37,18,1,-12,5,2,7,575,3
37,18,2,-12,5,2,3,328,3
37,18,3,-12,5,1,-14,401,3
37,18,4,-12,5,2,11,332,3
37,18,5,-12,5,2,-1,360,3
37,18,6,-12,5,2,-3,578,3
37,18,7,-12,5,2,4,399,3
37,18,8,-12,5,2,9,290,3
37,18,9,-12,5,2,5,414,3
37,18,10,-12,5,2,-3,327,3
37,19,1,-23,-8,2,-8,479,4
37,19,2,-23,-8,1,-23,541,4
37,19,3,-23,-8,2,-8,306,4
37,19,4,-23,-8,1,-23,453,4
37,19,5,-23,-8,2,-8,332,4
37,19,6,-23,-8,2,-8,1137,4
37,19,7,-23,-8,2,-8,1318,4
37,19,8,-23,-8,2,-8,378,4
37,19,9,-23,-8,2,-8,339,4
37,19,10,-23,-8,2,-8,315,4
37,20,1,3,2,2,2,682,1
37,20,2,3,2,1,-4,499,1
37,20,3,3,2,2,2,331,1
37,20,4,3,2,2,2,350,1
37,20,5,3,2,2,2,731,1
37,20,6,3,2,2,2,330,1
37,20,7,3,2,2,2,323,1
37,20,8,3,2,2,2,350,1
37,20,9,3,2,2,2,346,1
37,20,10,3,2,2,2,344,1
37,21,1,-7,-7,2,-3,494,3
37,21,2,-7,-7,1,0,337,3
37,21,3,-7,-7,1,-6,732,3
37,21,4,-7,-7,2,-3,883,3
37,21,5,-7,-7,2,-4,351,3
37,21,6,-7,-7,2,-12,334,3
37,21,7,-7,-7,2,-8,289,3
37,21,8,-7,-7,2,1,312,3
37,21,9,-7,-7,2,10,307,3
37,21,10,-7,-7,2,-3,303,3
37,22,1,2,8,2,21,583,2
37,22,2,2,8,2,8,328,2
37,22,3,2,8,2,4,1075,2
37,22,4,2,8,2,4,346,2
37,22,5,2,8,2,2,319,2
37,22,6,2,8,1,2,394,2
37,22,7,2,8,2,10,407,2
37,22,8,2,8,2,-3,648,2
37,22,9,2,8,2,9,373,2
37,22,10,2,8,2,3,690,2
37,23,1,-5,-10,2,-10,513,1
37,23,2,-5,-10,1,-6,358,1
37,23,3,-5,-10,2,-10,323,1
37,23,4,-5,-10,2,-10,349,1
37,23,5,-5,-10,1,-5,342,1
37,23,6,-5,-10,1,-1,1049,1
37,23,7,-5,-10,1,-3,340,1
37,23,8,-5,-10,1,-5,315,1
37,23,9,-5,-10,1,-1,362,1
37,23,10,-5,-10,1,3,373,1
37,24,1,-10,-1,2,7,602,3
37,24,2,-10,-1,1,-5,362,3
37,24,3,-10,-1,2,3,443,3
37,24,4,-10,-1,2,4,336,3
37,24,5,-10,-1,2,-5,351,3
